A,Z,E(y),Sigma,Sigma Uncertainty,Half life (seconds),K0,K0 Uncertainty,Number of Isotope,Isotope Name
138.0,56.0,1042.9,8.2e-07,4.7e-10,4980.0,1.81e-08,1.04e-11,139.0,Ba
138.0,56.0,1053.0,0.0,4e-06,4980.0,0.0,8.83e-08,139.0,Ba
138.0,56.0,1090.8,2.53e-05,2.4e-06,4980.0,5.58e-07,5.3e-08,139.0,Ba
138.0,56.0,1215.5,9.8e-06,8e-07,4980.0,2.16e-07,1.77e-08,139.0,Ba
138.0,56.0,1219.1,1.22e-05,1.6e-06,4980.0,2.69e-07,3.53e-08,139.0,Ba
138.0,56.0,1254.7,8.2e-05,8e-06,4980.0,1.81e-06,1.77e-07,139.0,Ba
138.0,56.0,1256.7,8.4e-06,1e-06,4980.0,1.85e-07,2.21e-08,139.0,Ba
138.0,56.0,1310.6,4.98e-05,2.4e-06,4980.0,1.1e-06,5.3e-08,139.0,Ba
138.0,56.0,1370.5,9.2e-06,9e-07,4980.0,2.03e-07,1.99e-08,139.0,Ba
138.0,56.0,1381.5,2.4e-07,1.2e-07,4980.0,5.3e-09,2.65e-09,139.0,Ba
138.0,56.0,1392.4,2.4e-07,1.2e-07,4980.0,5.3e-09,2.65e-09,139.0,Ba
138.0,56.0,1420.5,0.00082,8e-05,4980.0,1.81e-05,1.77e-06,139.0,Ba
138.0,56.0,1476.3,4.98e-06,8.01e-08,4980.0,1.1e-07,1.77e-09,139.0,Ba
138.0,56.0,1536.3,6.6e-06,5e-07,4980.0,1.46e-07,1.1e-08,139.0,Ba
138.0,56.0,1558.2,6.4e-07,2.4e-07,4980.0,1.41e-08,5.3e-09,139.0,Ba
138.0,56.0,1578.2,1.6e-06,4e-07,4980.0,3.53e-08,8.83e-09,139.0,Ba
138.0,56.0,1595.3,6.4e-06,5e-07,4980.0,1.41e-07,1.1e-08,139.0,Ba
138.0,56.0,1601.4,4.1e-07,8e-08,4980.0,9.05e-09,1.77e-09,139.0,Ba
138.0,56.0,1683.1,8e-06,4e-07,4980.0,1.77e-07,8.83e-09,139.0,Ba
138.0,56.0,1691.2,9e-07,8e-08,4980.0,1.99e-08,1.77e-09,139.0,Ba
138.0,56.0,1754.5,1.6e-07,8e-08,4980.0,3.53e-09,1.77e-09,139.0,Ba
138.0,56.0,1762.0,2.4e-07,8e-08,4980.0,5.3e-09,1.77e-09,139.0,Ba
138.0,56.0,1765.5,5.4e-07,2e-07,4980.0,1.19e-08,4.41e-09,139.0,Ba
138.0,56.0,1797.4,1.6e-07,8e-08,4980.0,3.53e-09,1.77e-09,139.0,Ba
138.0,56.0,1894.7,7e-08,5e-08,4980.0,1.54e-09,1.1e-09,139.0,Ba
138.0,56.0,1920.6,2.4e-07,1.1e-07,4980.0,5.3e-09,2.43e-09,139.0,Ba
138.0,56.0,2060.1,1.6e-07,7e-08,4980.0,3.53e-09,1.54e-09,139.0,Ba
138.0,57.0,788.742,0.273,0.00497,3.31e+18,0.00596,0.000108,139.0,La
138.0,57.0,1435.795,0.539,0.00706,3.31e+18,0.0118,0.000154,139.0,La
139.0,57.0,24.595,0.00018,1.8e-09,145000.0,3.93e-06,3.93e-11,140.0,La
139.0,57.0,64.135,0.00088,0.00012,145000.0,1.92e-05,2.62e-06,140.0,La
139.0,57.0,68.916,0.00462,0.00012,145000.0,0.000101,2.62e-06,140.0,La
139.0,57.0,109.422,0.0134,0.00023,145000.0,0.000292,5.02e-06,140.0,La
139.0,57.0,131.117,0.0286,0.0006,145000.0,0.000624,1.31e-05,140.0,La
139.0,57.0,173.543,0.00777,0.00023,145000.0,0.00017,5.02e-06,140.0,La
139.0,57.0,241.93,0.0254,0.0005,145000.0,0.000554,1.09e-05,140.0,La
139.0,57.0,266.543,0.0285,0.0005,145000.0,0.000622,1.09e-05,140.0,La
139.0,57.0,306.9,0.0015,0.0004,145000.0,3.27e-05,8.73e-06,140.0,La
139.0,57.0,328.762,1.25,0.018,145000.0,0.0273,0.000393,140.0,La
139.0,57.0,397.52,0.0045,0.0003,145000.0,9.82e-05,6.55e-06,140.0,La
139.0,57.0,432.493,0.178,0.0018,145000.0,0.00388,3.93e-05,140.0,La
139.0,57.0,438.5,0.0024,0.0006,145000.0,5.24e-05,1.31e-05,140.0,La
139.0,57.0,445.5,0.00018,6e-05,145000.0,3.93e-06,1.31e-06,140.0,La
139.0,57.0,487.021,2.79,0.04,145000.0,0.0609,0.000873,140.0,La
139.0,57.0,618.12,0.00228,0.00023,145000.0,4.97e-05,5.02e-06,140.0,La
139.0,57.0,751.637,0.265,0.0023,145000.0,0.00578,5.02e-05,140.0,La
139.0,57.0,815.772,1.43,0.012,145000.0,0.0312,0.000262,140.0,La
139.0,57.0,867.846,0.337,0.004,145000.0,0.00735,8.73e-05,140.0,La
139.0,57.0,919.55,0.163,0.0018,145000.0,0.00356,3.93e-05,140.0,La
139.0,57.0,925.189,0.422,0.004,145000.0,0.00921,8.73e-05,140.0,La
139.0,57.0,950.99,0.0318,0.0004,145000.0,0.000694,8.73e-06,140.0,La
139.0,57.0,992.9,0.0008,0.0003,145000.0,1.75e-05,6.55e-06,140.0,La
139.0,57.0,1045.05,0.0015,0.0009,145000.0,3.27e-05,1.96e-05,140.0,La
139.0,57.0,1097.2,0.0014,0.0003,145000.0,3.05e-05,6.55e-06,140.0,La
139.0,57.0,1303.5,0.0026,0.0004,145000.0,5.67e-05,8.73e-06,140.0,La
139.0,57.0,1405.2,0.0036,0.0004,145000.0,7.85e-05,8.73e-06,140.0,La
139.0,57.0,1596.21,5.84,0.09,145000.0,0.127,0.00196,140.0,La
139.0,57.0,1877.29,0.00251,0.00023,145000.0,5.48e-05,5.02e-06,140.0,La
139.0,57.0,1924.62,0.00082,0.00012,145000.0,1.79e-05,2.62e-06,140.0,La
139.0,57.0,2083.2,0.00071,4e-05,145000.0,1.55e-05,8.73e-07,140.0,La
139.0,57.0,2347.88,0.052,0.0018,145000.0,0.00113,3.93e-05,140.0,La
139.0,57.0,2464.1,0.0007,0.00012,145000.0,1.53e-05,2.62e-06,140.0,La
139.0,57.0,2521.4,0.212,0.0023,145000.0,0.00463,5.02e-05,140.0,La
139.0,57.0,2547.34,0.00619,0.00018,145000.0,0.000135,3.93e-06,140.0,La
139.0,57.0,2899.61,0.00409,0.00012,145000.0,8.92e-05,2.62e-06,140.0,La
139.0,57.0,3118.51,0.00152,6e-05,145000.0,3.32e-05,1.31e-06,140.0,La
139.0,57.0,3320.4,0.000234,1.8e-05,145000.0,5.11e-06,3.93e-07,140.0,La
136.0,58.0,10.61,5.6e-05,6.03e-06,32400.0,1.21e-06,1.3e-07,137.0,Ce
136.0,58.0,148.83,6.3e-08,2.5e-08,32400.0,1.36e-09,5.41e-10,137.0,Ce
136.0,58.0,217.03,2.8e-07,4.01e-08,32400.0,6.06e-09,8.67e-10,137.0,Ce
136.0,58.0,254.29,0.0002,6e-05,124000.0,4.33e-06,1.3e-06,137.0,Ce
136.0,58.0,433.22,3.64e-06,7.23e-08,32400.0,7.87e-08,1.56e-09,137.0,Ce
136.0,58.0,436.59,1.86e-05,6.34e-07,32400.0,4.02e-07,1.37e-08,137.0,Ce
136.0,58.0,447.15,0.00013,1.44e-06,32400.0,2.81e-06,3.11e-08,137.0,Ce
136.0,58.0,479.12,8.4e-07,4.11e-08,32400.0,1.82e-08,8.89e-10,137.0,Ce
136.0,58.0,482.47,3.21e-06,1.16e-07,32400.0,6.94e-08,2.51e-09,137.0,Ce
136.0,58.0,493.03,7.4e-07,4.08e-08,32400.0,1.6e-08,8.82e-10,137.0,Ce
136.0,58.0,529.3,2.5e-08,1.3e-08,32400.0,5.41e-10,2.81e-10,137.0,Ce
136.0,58.0,631.38,9.4e-07,5.11e-08,32400.0,2.03e-08,1.11e-09,137.0,Ce
136.0,58.0,678.26,6.3e-08,2.5e-08,32400.0,1.36e-09,5.41e-10,137.0,Ce
136.0,58.0,698.72,2.19e-06,1.13e-07,32400.0,4.74e-08,2.44e-09,137.0,Ce
136.0,58.0,709.3,7.5e-08,1.3e-08,32400.0,1.62e-09,2.81e-10,137.0,Ce
136.0,58.0,724.4,5e-08,2.5e-08,32400.0,1.08e-09,5.41e-10,137.0,Ce
136.0,58.0,770.97,4.2e-07,2.54e-08,32400.0,9.19e-09,5.49e-10,137.0,Ce
136.0,58.0,781.57,2.1e-07,2.51e-08,32400.0,4.61e-09,5.43e-10,137.0,Ce
136.0,58.0,915.8,3.61e-06,1.36e-07,32400.0,7.81e-08,2.94e-09,137.0,Ce
136.0,58.0,926.35,2.38e-06,9.38e-08,32400.0,5.15e-08,2.03e-09,137.0,Ce
136.0,58.0,1160.85,1e-07,1.01e-08,32400.0,2.27e-09,2.18e-10,137.0,Ce
138.0,58.0,754.24,3.5e-05,1.2e-05,54.8,7.57e-07,2.6e-07,139.0,Ce
141.0,59.0,508.8,0.0026,0.0003,68800.0,5.59e-05,6.45e-06,142.0,Pr
141.0,59.0,1575.6,0.426,0.012,68800.0,0.00916,0.000258,142.0,Pr
148.0,60.0,22.7,7.8e-06,2.2e-06,6220.0,1.64e-07,4.62e-08,149.0,Nd
148.0,60.0,30.0,2.5e-05,6.02e-06,6220.0,5.25e-07,1.26e-07,149.0,Nd
148.0,60.0,36.7,2.6e-05,1.1e-05,6220.0,5.46e-07,2.31e-07,149.0,Nd
148.0,60.0,58.883,0.0018,0.000302,6220.0,3.78e-05,6.35e-06,149.0,Nd
148.0,60.0,65.23,2.2e-05,7.01e-06,6220.0,4.62e-07,1.47e-07,149.0,Nd
148.0,60.0,65.42,4.4e-05,1.5e-05,6220.0,9.24e-07,3.15e-07,149.0,Nd
148.0,60.0,74.32,0.0016,0.000301,6220.0,3.36e-05,6.32e-06,149.0,Nd
148.0,60.0,74.66,0.00141,0.000221,6220.0,2.96e-05,4.64e-06,149.0,Nd
148.0,60.0,75.69,0.00033,3.05e-05,6220.0,6.93e-06,6.41e-07,149.0,Nd
148.0,60.0,96.9,4.8e-05,1.8e-05,6220.0,1.01e-06,3.78e-07,149.0,Nd
148.0,60.0,97.001,0.00207,0.000154,6220.0,4.35e-05,3.24e-06,149.0,Nd
148.0,60.0,107.79,0.000122,2.21e-05,6220.0,2.56e-06,4.64e-07,149.0,Nd
148.0,60.0,112.52,0.00017,2.22e-05,6220.0,3.57e-06,4.66e-07,149.0,Nd
148.0,60.0,114.314,0.0274,0.00186,6220.0,0.000576,3.91e-05,149.0,Nd
148.0,60.0,116.93,0.00016,4.01e-05,6220.0,3.36e-06,8.43e-07,149.0,Nd
148.0,60.0,122.415,0.000366,2.29e-05,6220.0,7.69e-06,4.81e-07,149.0,Nd
148.0,60.0,126.63,0.000159,1.13e-05,6220.0,3.34e-06,2.37e-07,149.0,Nd
148.0,60.0,131.7,6.3e-06,1.08e-07,6220.0,1.32e-07,2.27e-09,149.0,Nd
148.0,60.0,137.05,8.9e-05,7.16e-06,6220.0,1.87e-06,1.5e-07,149.0,Nd
148.0,60.0,139.21,0.00072,3.24e-05,6220.0,1.51e-05,6.81e-07,149.0,Nd
148.0,60.0,141.06,5.5e-05,4.11e-06,6220.0,1.16e-06,8.64e-08,149.0,Nd
148.0,60.0,155.1,4.8e-05,2.2e-05,6220.0,1.01e-06,4.62e-07,149.0,Nd
148.0,60.0,155.873,0.0085,0.000334,6220.0,0.000179,7.02e-06,149.0,Nd
148.0,60.0,176.27,7e-05,1.5e-05,6220.0,1.47e-06,3.15e-07,149.0,Nd
148.0,60.0,177.818,0.000222,2.23e-05,6220.0,4.66e-06,4.69e-07,149.0,Nd
148.0,60.0,185.489,0.000148,7.45e-06,6220.0,3.11e-06,1.57e-07,149.0,Nd
148.0,60.0,188.64,0.00255,0.000118,6220.0,5.36e-05,2.48e-06,149.0,Nd
148.0,60.0,188.8,1.5e-05,2.57e-07,6220.0,3.15e-07,5.4e-09,149.0,Nd
148.0,60.0,192.026,0.00081,3.31e-05,6220.0,1.7e-05,6.95e-07,149.0,Nd
148.0,60.0,197.4,1.8e-05,3.09e-07,6220.0,3.78e-07,6.49e-09,149.0,Nd
148.0,60.0,198.0,7e-05,7.1e-06,6220.0,1.47e-06,1.49e-07,149.0,Nd
148.0,60.0,198.928,0.00199,6.9e-05,6220.0,4.18e-05,1.45e-06,149.0,Nd
148.0,60.0,208.147,0.00363,6.41e-05,6220.0,7.63e-05,1.35e-06,149.0,Nd
148.0,60.0,211.309,0.037,0.00163,6220.0,0.000777,3.42e-05,149.0,Nd
148.0,60.0,213.947,0.00057,4.12e-05,6220.0,1.2e-05,8.66e-07,149.0,Nd
148.0,60.0,226.847,0.000233,8.06e-06,6220.0,4.9e-06,1.69e-07,149.0,Nd
148.0,60.0,229.566,0.000688,2.15e-05,6220.0,1.45e-05,4.52e-07,149.0,Nd
148.0,60.0,239.6,1.8e-05,3.09e-07,6220.0,3.78e-07,6.49e-09,149.0,Nd
148.0,60.0,240.22,0.00562,0.00024,6220.0,0.000118,5.04e-06,149.0,Nd
148.0,60.0,245.5,0.0003,0.00015,6220.0,6.3e-06,3.15e-06,149.0,Nd
148.0,60.0,245.72,0.0011,0.000301,6220.0,2.31e-05,6.32e-06,149.0,Nd
148.0,60.0,250.826,4.8e-05,4.08e-06,6220.0,1.01e-06,8.57e-08,149.0,Nd
148.0,60.0,254.228,0.000122,4.51e-06,6220.0,2.56e-06,9.48e-08,149.0,Nd
148.0,60.0,258.067,0.000536,1.76e-05,6220.0,1.13e-05,3.7e-07,149.0,Nd
148.0,60.0,263.4,3.3e-05,5.66e-07,6220.0,6.93e-07,1.19e-08,149.0,Nd
148.0,60.0,267.693,0.00862,0.000265,6220.0,0.000181,5.57e-06,149.0,Nd
148.0,60.0,270.166,0.0153,0.000478,6220.0,0.000321,1e-05,149.0,Nd
148.0,60.0,273.24,0.00026,0.00011,6220.0,5.46e-06,2.31e-06,149.0,Nd
148.0,60.0,273.5,0.00012,6e-05,6220.0,2.52e-06,1.26e-06,149.0,Nd
148.0,60.0,275.437,0.000928,2.71e-05,6220.0,1.95e-05,5.69e-07,149.0,Nd
148.0,60.0,276.96,0.000488,1.72e-05,6220.0,1.03e-05,3.61e-07,149.0,Nd
148.0,60.0,282.4,2.4e-05,9.01e-06,6220.0,5.04e-07,1.89e-07,149.0,Nd
148.0,60.0,282.456,0.00088,2.67e-05,6220.0,1.85e-05,5.61e-07,149.0,Nd
148.0,60.0,287.7,1.8e-05,7.01e-06,6220.0,3.78e-07,1.47e-07,149.0,Nd
148.0,60.0,288.194,0.00099,3.45e-05,6220.0,2.08e-05,7.25e-07,149.0,Nd
148.0,60.0,294.802,0.000814,2.61e-05,6220.0,1.71e-05,5.48e-07,149.0,Nd
148.0,60.0,301.128,0.000536,1.76e-05,6220.0,1.13e-05,3.7e-07,149.0,Nd
148.0,60.0,310.979,0.000729,2.19e-05,6220.0,1.53e-05,4.6e-07,149.0,Nd
148.0,60.0,326.554,0.00651,0.000187,6220.0,0.000137,3.93e-06,149.0,Nd
148.0,60.0,329.18,3e-05,1.5e-05,6220.0,6.3e-07,3.15e-07,149.0,Nd
148.0,60.0,342.81,0.00012,3.01e-05,6220.0,2.52e-06,6.32e-07,149.0,Nd
148.0,60.0,347.843,0.000229,8.03e-06,6220.0,4.81e-06,1.69e-07,149.0,Nd
148.0,60.0,349.231,0.00196,6.02e-05,6220.0,4.12e-05,1.26e-06,149.0,Nd
148.0,60.0,352.78,7.8e-05,4.22e-06,6220.0,1.64e-06,8.87e-08,149.0,Nd
148.0,60.0,357.03,6.7e-05,4.16e-06,6220.0,1.41e-06,8.74e-08,149.0,Nd
148.0,60.0,358.49,1.5e-05,7e-06,6220.0,3.15e-07,1.47e-07,149.0,Nd
148.0,60.0,360.052,0.000218,7.94e-06,6220.0,4.58e-06,1.67e-07,149.0,Nd
148.0,60.0,361.4,9e-06,4e-06,6220.0,1.89e-07,8.4e-08,149.0,Nd
148.0,60.0,366.634,0.000773,2.57e-05,6220.0,1.62e-05,5.4e-07,149.0,Nd
148.0,60.0,376.9,1.1e-05,6e-06,6220.0,2.31e-07,1.26e-07,149.0,Nd
148.0,60.0,380.79,7.4e-05,4.2e-06,6220.0,1.55e-06,8.82e-08,149.0,Nd
148.0,60.0,384.687,0.000381,1.28e-05,6220.0,8e-06,2.69e-07,149.0,Nd
148.0,60.0,390.9,1.1e-05,4e-06,6220.0,2.31e-07,8.4e-08,149.0,Nd
148.0,60.0,396.76,0.000104,4.38e-06,6220.0,2.19e-06,9.2e-08,149.0,Nd
148.0,60.0,399.1,2.1e-05,8.01e-06,6220.0,4.41e-07,1.68e-07,149.0,Nd
148.0,60.0,423.553,0.0106,0.000627,6220.0,0.000223,1.32e-05,149.0,Nd
148.0,60.0,425.22,0.000388,1.64e-05,6220.0,8.15e-06,3.45e-07,149.0,Nd
148.0,60.0,432.66,1.8e-05,7.01e-06,6220.0,3.78e-07,1.47e-07,149.0,Nd
148.0,60.0,439.6,5.2e-05,2.2e-05,6220.0,1.09e-06,4.62e-07,149.0,Nd
148.0,60.0,443.551,0.00164,7.54e-05,6220.0,3.45e-05,1.58e-06,149.0,Nd
148.0,60.0,443.7,1.5e-05,2.57e-07,6220.0,3.15e-07,5.4e-09,149.0,Nd
148.0,60.0,462.34,6e-05,3e-05,6220.0,1.26e-06,6.3e-07,149.0,Nd
148.0,60.0,470.5,1.5e-05,7e-06,6220.0,3.15e-07,1.47e-07,149.0,Nd
148.0,60.0,480.32,5.9e-05,4.13e-06,6220.0,1.24e-06,8.68e-08,149.0,Nd
148.0,60.0,483.59,9.6e-05,4.33e-06,6220.0,2.02e-06,9.1e-08,149.0,Nd
148.0,60.0,493.85,8.5e-05,7.15e-06,6220.0,1.79e-06,1.5e-07,149.0,Nd
148.0,60.0,498.06,1.5e-05,4.01e-06,6220.0,3.15e-07,8.43e-08,149.0,Nd
148.0,60.0,498.62,5.2e-05,4.1e-06,6220.0,1.09e-06,8.61e-08,149.0,Nd
148.0,60.0,510.3,8.9e-05,2.21e-05,6220.0,1.87e-06,4.64e-07,149.0,Nd
148.0,60.0,512.7,1.8e-05,7.01e-06,6220.0,3.78e-07,1.47e-07,149.0,Nd
148.0,60.0,512.7,1.8e-05,7.01e-06,6220.0,3.78e-07,1.47e-07,149.0,Nd
148.0,60.0,515.75,5.2e-05,7.06e-06,6220.0,1.09e-06,1.48e-07,149.0,Nd
148.0,60.0,527.6,1.7e-05,4.01e-06,6220.0,3.57e-07,8.43e-08,149.0,Nd
148.0,60.0,533.2,0.000129,7.34e-06,6220.0,2.71e-06,1.54e-07,149.0,Nd
148.0,60.0,536.6,7e-05,3e-05,6220.0,1.47e-06,6.3e-07,149.0,Nd
148.0,60.0,540.509,0.0094,0.000341,6220.0,0.000197,7.16e-06,149.0,Nd
148.0,60.0,547.1,2.2e-05,1.1e-05,6220.0,4.62e-07,2.31e-07,149.0,Nd
148.0,60.0,547.4,1.5e-05,7e-06,6220.0,3.15e-07,1.47e-07,149.0,Nd
148.0,60.0,555.88,0.00084,4.25e-05,6220.0,1.76e-05,8.93e-07,149.0,Nd
148.0,60.0,556.83,0.00062,7.08e-05,6220.0,1.3e-05,1.49e-06,149.0,Nd
148.0,60.0,558.0,1.5e-05,2.57e-07,6220.0,3.15e-07,5.4e-09,149.0,Nd
148.0,60.0,563.8,1.3e-05,6e-06,6220.0,2.73e-07,1.26e-07,149.0,Nd
148.0,60.0,567.56,2.4e-05,5.02e-06,6220.0,5.04e-07,1.05e-07,149.0,Nd
148.0,60.0,575.4,1.1e-05,4e-06,6220.0,2.31e-07,8.4e-08,149.0,Nd
148.0,60.0,579.28,0.000107,7.24e-06,6220.0,2.25e-06,1.52e-07,149.0,Nd
148.0,60.0,582.9,2.6e-05,1.1e-05,6220.0,5.46e-07,2.31e-07,149.0,Nd
148.0,60.0,583.03,7e-05,1.8e-05,6220.0,1.47e-06,3.78e-07,149.0,Nd
148.0,60.0,588.5,8e-06,3e-06,6220.0,1.68e-07,6.3e-08,149.0,Nd
148.0,60.0,594.4,4.1e-05,4.06e-06,6220.0,8.61e-07,8.53e-08,149.0,Nd
148.0,60.0,598.06,4.1e-05,4.06e-06,6220.0,8.61e-07,8.53e-08,149.0,Nd
148.0,60.0,606.67,1.5e-05,7e-06,6220.0,3.15e-07,1.47e-07,149.0,Nd
148.0,60.0,617.9,1.1e-05,4e-06,6220.0,2.31e-07,8.4e-08,149.0,Nd
148.0,60.0,630.237,0.00027,6.12e-06,6220.0,5.67e-06,1.29e-07,149.0,Nd
148.0,60.0,635.7,9.6e-05,1.81e-05,6220.0,2.02e-06,3.8e-07,149.0,Nd
148.0,60.0,636.2,7.4e-05,1.51e-05,6220.0,1.55e-06,3.17e-07,149.0,Nd
148.0,60.0,651.0,9e-05,4e-05,6220.0,1.89e-06,8.4e-07,149.0,Nd
148.0,60.0,653.9,2.6e-05,4.46e-07,6220.0,5.46e-07,9.37e-09,149.0,Nd
148.0,60.0,654.831,0.0114,0.000631,6220.0,0.00024,1.33e-05,149.0,Nd
148.0,60.0,657.2,2.6e-05,1.1e-05,6220.0,5.46e-07,2.31e-07,149.0,Nd
148.0,60.0,661.9,7e-06,3e-06,6220.0,1.47e-07,6.3e-08,149.0,Nd
148.0,60.0,671.56,1.5e-05,6.01e-06,6220.0,3.15e-07,1.26e-07,149.0,Nd
148.0,60.0,673.58,1.6e-05,4.01e-06,6220.0,3.36e-07,8.43e-08,149.0,Nd
148.0,60.0,675.79,3.6e-05,3.06e-06,6220.0,7.56e-07,6.43e-08,149.0,Nd
148.0,60.0,681.34,1.15e-05,2.21e-06,6220.0,2.42e-07,4.64e-08,149.0,Nd
148.0,60.0,686.943,0.000126,7.33e-06,6220.0,2.65e-06,1.54e-07,149.0,Nd
148.0,60.0,696.264,0.000244,1.56e-05,6220.0,5.13e-06,3.28e-07,149.0,Nd
148.0,60.0,712.59,9.99e-05,1.85e-06,6220.0,2.1e-06,3.89e-08,149.0,Nd
148.0,60.0,718.43,7e-05,7.1e-06,6220.0,1.47e-06,1.49e-07,149.0,Nd
148.0,60.0,727.88,2.3e-05,3.03e-06,6220.0,4.83e-07,6.37e-08,149.0,Nd
148.0,60.0,740.57,2.03e-05,5.3e-07,6220.0,4.27e-07,1.11e-08,149.0,Nd
148.0,60.0,743.5,3.7e-06,1.5e-06,6220.0,7.77e-08,3.15e-08,149.0,Nd
148.0,60.0,749.63,1.92e-05,2.22e-06,6220.0,4.03e-07,4.66e-08,149.0,Nd
148.0,60.0,754.291,5.5e-05,4.11e-06,6220.0,1.16e-06,8.64e-08,149.0,Nd
148.0,60.0,758.65,2.22e-05,2.23e-06,6220.0,4.66e-07,4.69e-08,149.0,Nd
148.0,60.0,758.65,2.22e-05,2.23e-06,6220.0,4.66e-07,4.69e-08,149.0,Nd
148.0,60.0,761.46,4.1e-05,4.06e-06,6220.0,8.61e-07,8.53e-08,149.0,Nd
148.0,60.0,765.1,1.1e-05,3.01e-06,6220.0,2.31e-07,6.32e-08,149.0,Nd
148.0,60.0,768.172,8.5e-05,7.15e-06,6220.0,1.79e-06,1.5e-07,149.0,Nd
148.0,60.0,774.6,4.4e-06,1.8e-06,6220.0,9.24e-08,3.78e-08,149.0,Nd
148.0,60.0,781.4,5.5e-06,1.5e-06,6220.0,1.16e-07,3.15e-08,149.0,Nd
148.0,60.0,786.73,1.44e-05,1.82e-06,6220.0,3.03e-07,3.82e-08,149.0,Nd
148.0,60.0,793.43,3.2e-05,3.05e-06,6220.0,6.72e-07,6.41e-08,149.0,Nd
148.0,60.0,795.93,9.99e-06,2.28e-07,6220.0,2.1e-07,4.79e-09,149.0,Nd
148.0,60.0,808.843,0.00027,1.86e-05,6220.0,5.67e-06,3.91e-07,149.0,Nd
148.0,60.0,809.6,2.2e-05,3.77e-07,6220.0,4.62e-07,7.92e-09,149.0,Nd
148.0,60.0,818.18,8.1e-06,2.2e-06,6220.0,1.7e-07,4.62e-08,149.0,Nd
148.0,60.0,828.6,1.2e-05,3.01e-06,6220.0,2.52e-07,6.32e-08,149.0,Nd
148.0,60.0,832.09,3.3e-05,4.04e-06,6220.0,6.93e-07,8.49e-08,149.0,Nd
148.0,60.0,837.4,4.4e-05,4.07e-06,6220.0,9.24e-07,8.55e-08,149.0,Nd
148.0,60.0,842.847,7.4e-05,7.11e-06,6220.0,1.55e-06,1.49e-07,149.0,Nd
148.0,60.0,849.926,3.1e-05,3.05e-06,6220.0,6.51e-07,6.41e-08,149.0,Nd
148.0,60.0,854.74,6.3e-06,1.5e-06,6220.0,1.32e-07,3.15e-08,149.0,Nd
148.0,60.0,861.54,2.5e-05,3.03e-06,6220.0,5.25e-07,6.37e-08,149.0,Nd
148.0,60.0,864.9,4.8e-06,1.8e-06,6220.0,1.01e-07,3.78e-08,149.0,Nd
148.0,60.0,865.0,1.9e-05,9.01e-06,6220.0,3.99e-07,1.89e-07,149.0,Nd
148.0,60.0,871.375,4.8e-05,4.08e-06,6220.0,1.01e-06,8.57e-08,149.0,Nd
148.0,60.0,874.0,6.7e-06,1.5e-06,6220.0,1.41e-07,3.15e-08,149.0,Nd
148.0,60.0,886.59,7.8e-06,1.51e-06,6220.0,1.64e-07,3.17e-08,149.0,Nd
148.0,60.0,893.3,6.3e-06,1.5e-06,6220.0,1.32e-07,3.15e-08,149.0,Nd
148.0,60.0,896.65,5.5e-06,1.8e-06,6220.0,1.16e-07,3.78e-08,149.0,Nd
148.0,60.0,915.35,3e-06,1.5e-06,6220.0,6.3e-08,3.15e-08,149.0,Nd
148.0,60.0,920.3,5.5e-06,2.2e-06,6220.0,1.16e-07,4.62e-08,149.0,Nd
148.0,60.0,923.874,0.000144,1.13e-05,6220.0,3.03e-06,2.37e-07,149.0,Nd
148.0,60.0,929.2,1.5e-05,2.57e-07,6220.0,3.15e-07,5.4e-09,149.0,Nd
148.0,60.0,929.8,1.55e-05,1.82e-06,6220.0,3.26e-07,3.82e-08,149.0,Nd
148.0,60.0,935.9,6.7e-06,1.11e-06,6220.0,1.41e-07,2.33e-08,149.0,Nd
148.0,60.0,942.97,4.4e-06,1.5e-06,6220.0,9.24e-08,3.15e-08,149.0,Nd
148.0,60.0,945.8,3.1e-05,3.05e-06,6220.0,6.51e-07,6.41e-08,149.0,Nd
148.0,60.0,951.3,3.7e-06,1.5e-06,6220.0,7.77e-08,3.15e-08,149.0,Nd
148.0,60.0,952.0,1.1e-05,4e-06,6220.0,2.31e-07,8.4e-08,149.0,Nd
148.0,60.0,963.95,3.6e-05,4.05e-06,6220.0,7.56e-07,8.51e-08,149.0,Nd
148.0,60.0,967.43,1.18e-05,1.51e-06,6220.0,2.48e-07,3.17e-08,149.0,Nd
148.0,60.0,978.8,2.2e-05,7.01e-06,6220.0,4.62e-07,1.47e-07,149.0,Nd
148.0,60.0,979.013,0.000111,1.51e-05,6220.0,2.33e-06,3.17e-07,149.0,Nd
148.0,60.0,986.68,3.3e-06,7.02e-07,6220.0,6.93e-08,1.47e-08,149.0,Nd
148.0,60.0,993.05,6e-06,3e-06,6220.0,1.26e-07,6.3e-08,149.0,Nd
148.0,60.0,1021.8,3.7e-06,1.5e-06,6220.0,7.77e-08,3.15e-08,149.0,Nd
148.0,60.0,1022.78,0.000148,1.13e-05,6220.0,3.11e-06,2.37e-07,149.0,Nd
148.0,60.0,1027.18,1.26e-05,2.21e-06,6220.0,2.65e-07,4.64e-08,149.0,Nd
148.0,60.0,1031.77,6.3e-06,1.8e-06,6220.0,1.32e-07,3.78e-08,149.0,Nd
148.0,60.0,1041.95,4.1e-05,4.06e-06,6220.0,8.61e-07,8.53e-08,149.0,Nd
148.0,60.0,1051.9,6.3e-06,1.8e-06,6220.0,1.32e-07,3.78e-08,149.0,Nd
